ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Fixed Tiered Prices",Brands
11,external,AMPHENOL-FO-CONN,,"Fiber Optic Connectors & Patch Cords",1,0,visible,"Amphenol fiber optic connectors, adapters and patch cords for high-bandwidth data center and telecom backhaul networks.","Amphenol fiber optic connectors, adapters and patch cords for high-bandwidth data center and telecom backhaul networks. Highlights: LC, SC, ST, MTP/MPO connector types; Single-mode and multi-mode; Low insertion loss.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Amphenol — Fiber Optic","Amphenol, Electronics Components, Telecommunications, Power & Energy",,,,,,,,https://www.amphenol-cs.com/fiber-optics.html,"View on Amphenol",0,,Amphenol
12,external,ZOLEX-LUG-CU-01,,"Copper Tube Crimping Lugs (Inspection Window)",1,1,visible,"Zolex standard series single-hole copper tube crimping lugs with inspection window, manufactured from 99.9% pure ETP copper with electro-tin plating.","Zolex standard series single-hole copper tube crimping lugs with inspection window, manufactured from 99.9% pure ETP copper with electro-tin plating. Highlights: 99.9% pure electrolytic high-conductivity copper; Inspection window to verify cable insertion depth; Uniform electro-tin plated for corrosion protection.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — Copper Lugs & Links","Zolex, Electronics Components, Power & Energy, Industrial Automation, Railways, EV Charging",,,,,,,,https://zolex.in/product/copper-tube-crimping-lugs-one-hole-standard-series-with-inspection-window/,"View on Zolex",0,,Zolex
13,external,ZOLEX-LUG-CU-HD,,"Heavy Duty Copper Tube Lugs",1,0,visible,"Engineered with heavier wall thickness and longer barrels for maximum pull-out strength in vibration-prone industrial motors, generators and transformers.","Engineered with heavier wall thickness and longer barrels for maximum pull-out strength in vibration-prone industrial motors, generators and transformers. Highlights: Heavy wall construction for high current density; Extended barrel length for secure double crimp; Rated from 600V up to 33kV.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — Copper Lugs & Links","Zolex, Electronics Components, Power & Energy, Railways, Industrial Automation",,,,,,,,https://zolex.in/product/copper-tube-crimping-lugs-one-hole-heavy-duty/,"View on Zolex",0,,Zolex
14,external,ZOLEX-LUG-CU-2H,,"Two-Hole & Multi-Stud Copper Lugs",1,0,visible,"Anti-rotation dual and multi-stud fixing lugs designed to prevent terminal loosening in high-vibration switchboards, busbars, and generator terminations.","Anti-rotation dual and multi-stud fixing lugs designed to prevent terminal loosening in high-vibration switchboards, busbars, and generator terminations. Highlights: Dual stud fixing prevents terminal twist and loosening; Standard and custom stud center spacing; Electro-tin plated for long-term corrosion resistance.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — Copper Lugs & Links","Zolex, Electronics Components, Power & Energy, Industrial Automation, Telecommunications",,,,,,,,https://zolex.in/product/copper-tube-crimping-lugs-two-hole/,"View on Zolex",0,,Zolex
15,external,ZOLEX-LINK-CU-BUTT,,"Copper Through Connectors & Reducers",1,0,visible,"Solid drawn copper inline ferrules and reducing links for permanent, low-resistance inline butt-splicing of stranded copper cables.","Solid drawn copper inline ferrules and reducing links for permanent, low-resistance inline butt-splicing of stranded copper cables. Highlights: Internal wire stop ensures equal conductor insertion; Seamless drawn tube for maximum mechanical tensile strength; Standard and reducing sizes available.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — Copper Lugs & Links","Zolex, Electronics Components, Power & Energy, Railways, Telecommunications",,,,,,,,https://zolex.in/product/copper-tube-crimping-through-connectors/,"View on Zolex",0,,Zolex
16,external,ZOLEX-TERM-RING,,"Insulated Ring Tongue Terminals",1,1,visible,"Zolex color-coded vinyl and nylon insulated ring crimp terminals for high-vibration control panel and switchgear wiring.","Zolex color-coded vinyl and nylon insulated ring crimp terminals for high-vibration control panel and switchgear wiring. Highlights: Brazed seam barrel prevents splitting under crimping; Funnel wire entry for swift conductor insertion; Color-coded (Red, Blue, Yellow) per wire gauge.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — Crimp Terminals","Zolex, Electronics Components, Industrial Automation, Telecommunications, Consumer Electronics",,,,,,,,https://zolex.in/product/insulated-ring-type-terminals/,"View on Zolex",0,,Zolex
17,external,ZOLEX-TERM-FORK,,"Insulated Fork / Spade Terminals",1,0,visible,"Flanged and locking spade terminals allowing rapid disconnection and connection without completely removing mounting screws in terminal blocks.","Flanged and locking spade terminals allowing rapid disconnection and connection without completely removing mounting screws in terminal blocks. Highlights: Rapid slide-in installation under screw heads; Brazed seam barrel with funnel entry insulation; DIN and JIS compatible mounting formats.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — Crimp Terminals","Zolex, Electronics Components, Industrial Automation, Consumer Electronics",,,,,,,,https://zolex.in/product/insulated-fork-type-terminals/,"View on Zolex",0,,Zolex
18,external,ZOLEX-TERM-PIN,,"Insulated Pin & Blade Terminals",1,0,visible,"Solid copper round pin and flat blade terminals for inserting stranded wire directly into European-style compression terminal blocks.","Solid copper round pin and flat blade terminals for inserting stranded wire directly into European-style compression terminal blocks. Highlights: Solid round pin and flat blade configurations; Prevents conductor strand damage during screw clamping; Vibration-resistant crimped retention.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — Crimp Terminals","Zolex, Electronics Components, Industrial Automation, Power & Energy",,,,,,,,https://zolex.in/product/insulated-pin-type-terminals/,"View on Zolex",0,,Zolex
19,external,ZOLEX-FERRULE-SLEEVE,,"Cord End Sleeves (Bootlace Ferrules)",1,0,visible,"French and German DIN color-coded insulated single and twin-wire ferrules preventing wire splaying in spring-clamp and screw-cage terminal blocks.","French and German DIN color-coded insulated single and twin-wire ferrules preventing wire splaying in spring-clamp and screw-cage terminal blocks. Highlights: Single wire and twin wire entry formats; Halogen-free polypropylene insulation collar; Tinned electrolytic copper sleeve.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — Crimp Terminals","Zolex, Electronics Components, Industrial Automation, Power & Energy, Consumer Electronics",,,,,,,,https://zolex.in/product/insulated-end-sleeve/,"View on Zolex",0,,Zolex
20,external,ZOLEX-LUG-BIMETAL,,"Bimetallic Lugs (Al/Cu Friction Welded)",1,1,visible,"High-conductivity pure copper palm friction-welded to an EC-grade aluminium barrel with neutral barrier joint grease to eliminate galvanic corrosion.","High-conductivity pure copper palm friction-welded to an EC-grade aluminium barrel with neutral barrier joint grease to eliminate galvanic corrosion. Highlights: Metallurgical friction welding for zero galvanic corrosion; Factory pre-filled with neutral anti-oxidant grease; Capped barrel ends to protect contact compound.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — Aluminium & Bimetallic","Zolex, Electronics Components, Power & Energy, Railways, EV Charging",,,,,,,,https://zolex.in/product/bimetallic-crimping-lugs-al-cu-2/,"View on Zolex",0,,Zolex
21,external,ZOLEX-LUG-AL-01,,"Aluminium Tube Crimping Lugs",1,0,visible,"Manufactured from pure aluminium tube (99.5% purity) for distribution cables and renewable energy power feeds.","Manufactured from pure aluminium tube (99.5% purity) for distribution cables and renewable energy power feeds. Highlights: 99.5% high-purity aluminium; Pre-filled with contact compound option; Conforms to IS and DIN standards.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — Aluminium & Bimetallic","Zolex, Electronics Components, Power & Energy, Railways",,,,,,,,https://zolex.in/product/aluminium-tube-crimping-lugs-one-hole/,"View on Zolex",0,,Zolex
22,external,ZOLEX-LINK-BIMETAL,,"Bimetallic Reducing Links & Connectors",1,0,visible,"Friction-welded bimetallic transition connectors for direct inline butt-jointing of dissimilar aluminium and copper conductors.","Friction-welded bimetallic transition connectors for direct inline butt-jointing of dissimilar aluminium and copper conductors. Highlights: Direct Al-to-Cu jointing with zero galvanic reaction; Internal barrier ensures separate conductor seating; Pre-greased aluminium barrel with plastic end seal.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — Aluminium & Bimetallic","Zolex, Electronics Components, Power & Energy, Industrial Automation",,,,,,,,https://zolex.in/product/bimetallic-crimping-reducing-links-al-cu/,"View on Zolex",0,,Zolex
23,external,ZOLEX-TIE-SS316,,"Roller Ball Lock Stainless Steel Cable Ties",1,0,visible,"Grade 304 and 316 stainless steel roller ball self-locking cable ties, uncoated, for extreme temperature, harsh outdoor, marine, and defense environments.","Grade 304 and 316 stainless steel roller ball self-locking cable ties, uncoated, for extreme temperature, harsh outdoor, marine, and defense environments. Highlights: Self-locking internal ball mechanism; Extreme temperature resistance (-80°C to +538°C); High tensile loop strength up to 250 lbs.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — SS Cable Ties","Zolex, Electronics Components, Defense, Power & Energy, Telecommunications, Railways",,,,,,,,https://zolex.in/product/roller-ball-lock-type-steel-cable-ties-coated/,"View on Zolex",0,,Zolex
24,external,ZOLEX-TIE-SS-COAT,,"Polyester Coated SS Cable Ties",1,0,visible,"Pure 316 SS ties with smooth black polyester coating providing edge protection for fragile cable jackets, marine rigs, and offshore solar farms.","Pure 316 SS ties with smooth black polyester coating providing edge protection for fragile cable jackets, marine rigs, and offshore solar farms. Highlights: Black polyester coating prevents cable sheath abrasion; Superior salt spray and UV corrosion resistance; Halogen-free and flame retardant coating.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — SS Cable Ties","Zolex, Electronics Components, Defense, Power & Energy, Telecommunications",,,,,,,,https://zolex.in/product/roller-ball-lock-type-steel-cable-ties-coated-2/,"View on Zolex",0,,Zolex
25,external,ZOLEX-GLAND-FLAME,,"Double Compression Flameproof Cable Glands",1,0,visible,"Zolex heavy-duty brass double compression flameproof (Ex d / Ex e) cable glands for armoured cables in hazardous industrial environments.","Zolex heavy-duty brass double compression flameproof (Ex d / Ex e) cable glands for armoured cables in hazardous industrial environments. Highlights: Ex d / Ex e Zone 1 & Zone 2 certified; IP66 / IP67 / IP68 submersible ingress sealing; Earth continuity and mechanical cable retention.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — Cable Glands","Zolex, Electronics Components, Power & Energy, Industrial Automation, Defense",,,,,,,,https://zolex.in/product/double-compression-flameproof-cable-gland/,"View on Zolex",0,,Zolex
26,external,ZOLEX-GLAND-BW,,"Single Compression Cable Glands (BW / CW)",1,0,visible,"Standard single compression glands with clamping rings for SWA (steel wire armoured) cables in dry indoor and weatherproof outdoor environments.","Standard single compression glands with clamping rings for SWA (steel wire armoured) cables in dry indoor and weatherproof outdoor environments. Highlights: BS 6121 Part 1 certified manufacturing; Solid brass CZ121 construction; Earth continuity cone and clamping ring.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — Cable Glands","Zolex, Electronics Components, Power & Energy, Industrial Automation",,,,,,,,https://zolex.in/product/bw-industrial-cable-gland/,"View on Zolex",0,,Zolex
27,external,ZOLEX-GLAND-IP68,,"IP68 Polyamide & Brass Glands",1,0,visible,"High-grade polyamide nylon and nickel-plated brass cable glands with neoprene sealing ring and integrated strain relief for control panels and solar inverters.","High-grade polyamide nylon and nickel-plated brass cable glands with neoprene sealing ring and integrated strain relief for control panels and solar inverters. Highlights: IP68 submersible waterproof rating; Integrated strain relief claw; Complete with locknut and washer.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — Cable Glands","Zolex, Electronics Components, Industrial Automation, EV Charging, Power & Energy",,,,,,,,https://zolex.in/product/ip68-cable-gland/,"View on Zolex",0,,Zolex
28,external,ZOLEX-EARTH-ROD,,"Copper Bonded Earth Rods & Accessories",1,0,visible,"Molecularly copper bonded steel core earth grounding rods and heavy-duty clamps for sub-station, power generation, and industrial lightning protection.","Molecularly copper bonded steel core earth grounding rods and heavy-duty clamps for sub-station, power generation, and industrial lightning protection. Highlights: 99.9% electrolytic copper molecularly bonded to steel core; UL 467 compliance with 254µm copper coating thickness; Corrosion-resistant heavy-duty rod-to-cable clamps.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — Earthing Accessories","Zolex, Electronics Components, Power & Energy, Telecommunications, Railways",,,,,,,,https://zolex.in/product/copper-bonded-earth-rod/,"View on Zolex",0,,Zolex
29,external,ZOLEX-EARTH-CLAMP,,"Rod-to-Cable Clamps & Ground Connectors",1,0,visible,"High-strength naval brass and copper alloy Type G and Type A clamps providing high torque connection between earth rod and ground conductors.","High-strength naval brass and copper alloy Type G and Type A clamps providing high torque connection between earth rod and ground conductors. Highlights: High clamping torque without conductor damage; Naval brass and high copper alloy casting; U-bolt and C-connector variations available.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Electronics Components > Zolex — Earthing Accessories","Zolex, Electronics Components, Power & Energy, Telecommunications, Railways",,,,,,,,https://zolex.in/product/rod-to-cable-clamp-type-g/,"View on Zolex",0,,Zolex
30,external,QT-HARN-OEM-01,,"Multi-Branch Custom Wire Harness Assembly",1,1,visible,"Precision point-to-point engineered wire harness with multiple branches, braided nylon sleeving, heat-shrink strain relief and 100% automated continuity testing.","Precision point-to-point engineered wire harness with multiple branches, braided nylon sleeving, heat-shrink strain relief and 100% automated continuity testing. Highlights: Custom routing and branch breakouts for exact OEM chassis fit; Automated cut, strip, crimp and digital pull-force testing; Custom laser-printed heat-shrink wire identification sleeves.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Cable Assemblies > Custom Wire Harnesses","Qualitech, Cable Assemblies, Defense, Railways, Telecommunications, EV Charging",,,,,,,,https://qualitechindia.in/#contact-page,"Enquire Now",0,,Qualitech
31,external,QT-CA-FRC-26,,"Shielded Flat Ribbon Cable Assembly",1,0,visible,"Custom length flat ribbon cable terminated with IDC sockets, aluminum foil shielding, and drain wire for noise-immune high-speed internal bus links.","Custom length flat ribbon cable terminated with IDC sockets, aluminum foil shielding, and drain wire for noise-immune high-speed internal bus links. Highlights: High flexibility stranded tinned copper conductors; Optional aluminum Mylar foil wrap with PVC outer sleeve; 100% pin-out verified.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Cable Assemblies > Ribbon Cable Assemblies","Qualitech, Cable Assemblies, Telecommunications, Industrial Automation, Consumer Electronics",,,,,,,,https://qualitechindia.in/#contact-page,"Enquire Now",0,,Qualitech
32,external,QT-RF-CABLE-01,,"Low-Loss Coaxial RF Cable Assembly",1,1,visible,"Precision 50-ohm RF coaxial cable assemblies with tested VSWR performance, custom lengths and connector configurations.","Precision 50-ohm RF coaxial cable assemblies with tested VSWR performance, custom lengths and connector configurations. Highlights: Multiple connector options (SMA, BNC, N-Type, TNC); Low-loss and ultra-flexible cable types; Factory tested to tight VSWR specifications.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Cable Assemblies > RF Cable Assemblies","Qualitech, Cable Assemblies, Telecommunications, Defense, Automotive",,,,,,,,https://qualitechindia.in/#contact-page,"Enquire Now",0,,Qualitech
33,external,QT-PWR-HARNESS,,"High-Current DC Power Cable Assembly",1,0,visible,"Heavy-duty flexible power cable assembly with hydraulic-crimped terminals for battery packs, solar inverters and EV charging stations.","Heavy-duty flexible power cable assembly with hydraulic-crimped terminals for battery packs, solar inverters and EV charging stations. Highlights: Ultra-flexible annealed stranded copper; Flame-retardant, oil and acid resistant jacket; High continuous current capacity.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Cable Assemblies > Power Cable Assemblies","Qualitech, Cable Assemblies, Power & Energy, EV Charging, Railways",,,,,,,,https://qualitechindia.in/#contact-page,"Enquire Now",0,,Qualitech
34,external,QT-MIL-HARN-01,,"Ruggedized Defense Grade Cable Harness",1,1,visible,"Hermetically sealed military cable assembly with stainless steel backshells, tin-plated copper overbraid shielding for harsh environments.","Hermetically sealed military cable assembly with stainless steel backshells, tin-plated copper overbraid shielding for harsh environments. Highlights: 100% EMI/EMP shielding with tinned braid; Chemical, fuel and salt spray resistant jacket; IPC/WHMA-A-620 Class 3 certified.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Cable Assemblies > Defense Cable Assemblies","Qualitech, Cable Assemblies, Defense, Railways, Telecommunications",,,,,,,,https://qualitechindia.in/#contact-page,"Enquire Now",0,,Qualitech
35,external,QT-SOL-OEM-FULL,,"Turnkey OEM Connectivity Solution",1,1,visible,"Complete design-in support, BOM rationalization, custom harness routing optimization and 100% electrical continuity & hipot testing.","Complete design-in support, BOM rationalization, custom harness routing optimization and 100% electrical continuity & hipot testing. Highlights: Comprehensive DFM review; Component substitution & cost optimization; Full batch inspection reports with serialized labels; Prototype to volume production.",,,,taxable,,1,100,,0,0,,,,,1,,,,,"Cable Assemblies > Custom Wire Harnesses","Qualitech, Cable Assemblies, Defense, Railways, Telecommunications, Power & Energy, Automotive",,,,,,,,https://qualitechindia.in/#contact-page,"Enquire Now",0,,Qualitech
